population_id,population_kind,case_id,candidate_id,model,sequence_length,phase,mathematical_operation,implementation_kind,exact_endpoint_or_region,proof_unit_bound,legacy_observed_role,legacy_observed_verdict,legacy_flash_verdict,legacy_generalizable_verdict,legacy_evidence,legacy_evidence_only,claim_boundary,formation_local,formation_parameter_gradient,formation_effective_update,first_confirmed_bias_stage,formation_label_source
endpoint::mamba:seq256:forward:395:out_ptr61,ENDPOINT_UNIT,,mamba:seq256:forward:395:out_ptr61,mamba,256,FORWARD,add,TRITON,forward:graph0:add_256,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=876b61aefb9d8b604f978959f94c97b2f092151cdb20c0950c353f1ef2d23177,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:395:out_ptr62,ENDPOINT_UNIT,,mamba:seq256:forward:395:out_ptr62,mamba,256,FORWARD,add,TRITON,forward:graph0:add_257,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=eac6b63ae0f192adb77d6ec2692998174613eb80e738744f2ec0bce61f6edaed,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:395:out_ptr7,ENDPOINT_UNIT,,mamba:seq256:forward:395:out_ptr7,mamba,256,FORWARD,add,TRITON,forward:graph0:add_202,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=7ff5bcd9901ac3abfbc80c717de5ca9aa2be87963b18eb04514e55c45874d638,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:395:out_ptr8,ENDPOINT_UNIT,,mamba:seq256:forward:395:out_ptr8,mamba,256,FORWARD,add,TRITON,forward:graph0:add_203,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=39ee2a70cafb41f52d4e7769e6f2f8118f1f2fd6c896e7499d390c474164773b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:395:out_ptr9,ENDPOINT_UNIT,,mamba:seq256:forward:395:out_ptr9,mamba,256,FORWARD,add,TRITON,forward:graph0:add_204,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=50d4cbf700af5207e421b7ff9e944476b2c013169b349d292f83c86fce45dd24,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr0,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr0,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1377,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=5b6efb614a783015d7cf2473eaeebd3753f7adf7772affe92643b8d28274df10,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr10,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr10,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1387,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=51cd865136f9bc23ff601f158fe62823b316ff5f12e101badd21a67689148d90,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr11,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr11,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1388,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=dd85fa1a29c7810ac0cf570e5f28b413118f82878c5b329f9f14577099971ea2,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr12,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr12,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1389,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=e948a2829979eca200d83b11cd2bbc9bc857be5d839169bdf7c3f69463b5c94f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr13,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr13,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1390,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=2edd7cbdbfdfe10c33433d9e5d36438e307c2b20605508cf576c8b6e86cac71c,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr14,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr14,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1391,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=97dd2171ca35bb216d6ee4c4e46ff172f98402cd23d378c49a0145ab6f59ff08,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr15,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr15,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1392,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=cc566303a915540da312ea94a7e3d0fe02c0e206ce34c27a1e2e2e3598a97947,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr16,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr16,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1393,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=da47220fc7765960bcb93f28368e0e4ccd6becd81ca2304b27753db52b878d0b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr17,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr17,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1394,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=4ded80065d9ea03f666a1c97fd608db28671ca2b7af816c47807840678220d0b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr18,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr18,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1395,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=d1c0a2fd97a241d678c1696cbfd903a9bc0091ce27af840b2c5c5243f58c5ac0,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr19,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr19,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1396,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=0f00b98c408f71b4066fe362c9c7d3752e029cfaf692927945ce903cbbc84aeb,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr2,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr2,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1379,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=cb5db7df53e39d393bede38ce3467b7bb3874fcb5a0e96d5abb8146c0ac6bfbe,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr20,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr20,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1397,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=49790039aa0227a4e617c45460231c1e32239f9bc2bf6371a408b12b45bbb01f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr21,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr21,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1398,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=041894319f62c08843d8e25c9cf6a0fc82aae0455796dde75b3e944882aa5599,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr23,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr23,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1400,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=2e1b72f5114ea318551b32dd317400e8c46e6797246dde4dc7aeaf78d6c3814c,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr24,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr24,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1401,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=79e7d54eb2590a5eb17b2f38a1faa60ca9c087cc134ea722d94f4b35788a327d,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr25,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr25,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1402,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=646325dbb8c73f87c721afd48e8f090f0b95e56e7cf7edd7e3a418432e54d856,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr27,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr27,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1404,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=034784aec85192821662d9e47fca87d768f7f4760bc34529b5a711936f6b36f2,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr3,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr3,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1380,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=d98a54639f3b96f98ba475c0929cc6488c78f2143ac79b6ecc00fef3248dade5,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr32,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr32,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1409,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=3f76b3709be9e8feeba5a77ff2a4e28ca1311ea99c44421df5b7a84b180cfa57,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr4,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr4,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1381,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=737a0843e7a792c91538c0a5ede6c1ac128b1ddb8e49fd5968cb99314b98a083,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr41,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr41,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1418,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=269802756c9ac4bb381f29458916b2b51f19bf87a91d1a17e671a53a0b319e97,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr42,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr42,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1419,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=c0effff256661c76778d1aa5be51b97e7cab71bdb50ee614a0f21c9d27fbca5d,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr43,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr43,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1420,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=4fc7def9b7a4e2291d84fe57dc48ae13208e8f235b9fe878211eafc6c2dfe935,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr44,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr44,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1421,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=13c2666814f75571b0042613c22a3ecd2fbefce072228c5b97736bfee9c787ac,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr46,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr46,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1423,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=aa49125ae39b691f0dc8282cd07d081f2b08972e2a8d45377ec94ce0dc3a1c0b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr47,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr47,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1424,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=e3d464d46d8bf74f3af17402b95a73b62f94a431c40c2c020e46375c322d140a,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr48,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr48,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1425,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=4b1fa9cfcb0ff16a3dced2c5c5f6cb679c31d5ed6a434113aae23bd04fbc7363,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr49,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr49,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1426,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=51e846bcf4eab5d6fed88c93b138ddfcbe9548005adad0999d88ead287a01127,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr5,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr5,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1382,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=70c0117483c598bb564efc77191ba330115a11675596a687c4d71b2ba97c27d3,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr50,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr50,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1427,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=7e62421d0ed7491ae6f5c975b736348ff9c0937f4ec152f8c3522ef34457369a,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr51,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr51,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1428,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=c860725626bd0e16d38b2b13725735ac8d33492d20d7d39bb8810b5b560a53f3,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr52,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr52,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1429,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=b7d8832cac09c2cfd7d1067368566a78f3a7c23d39bcbad5847a385402959042,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr53,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr53,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1430,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=f6a73990c9b361f37e17bebfa974e129e3e8cad8175e10d97fa736acac8fc3b6,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr54,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr54,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1431,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=1cd777a7446e303a5f604c137032a4a344104299a3e1e86e3319e52002eb91f9,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr55,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr55,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1432,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=1f74de47544d8c9d8730c0cdf5b39a9959b0697cdb221ba77d68ce86cb56fdfe,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr57,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr57,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1434,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=41785934255e798d087f91cdfa8ba82a3dbb89eaedf6b363d2325e09cdc69e02,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr58,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr58,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1435,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=22d0e5e9653651e33dd624fdab39385ed6d96d775d444d85b941986bf89f54b6,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr59,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr59,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1436,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=562d06afee9285b364ac5412864f88a99cefbf53032c30d23f60b02207e90a31,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr6,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr6,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1383,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=70f30857f33251a500b00083b49a2b86612f0c83b1d9606be559938480e134b8,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr60,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr60,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1437,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=1f239cb1fd8ffb2bcc86ace55c0060a9065cfab15684ff47c7806d4dafa72e19,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr7,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr7,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1384,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=7b5cc8ec956cb5617a08541866a09ad4c298addafcdfe003fff681c414231a50,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr8,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr8,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1385,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=8630dd33c8e434e545a4a72e4c2de9d1863aa51b4b45f781758bfbd97860672a,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4042:out_ptr9,ENDPOINT_UNIT,,mamba:seq256:forward:4042:out_ptr9,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1386,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=5e7bc3a8495400a092101a579b44f47a8175dd691ea4a8c248793feda0309639,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4171:out_ptr44,ENDPOINT_UNIT,,mamba:seq256:forward:4171:out_ptr44,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1485,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=75ee5b49ca0c38f20dac053d9db9ee4565ee5266883073a7161319e822449f02,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4199:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:4199:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_10866,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=11869930e78d1e92888d025d33a776c1cca16fe66bebc5665f02608938123134,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4233:output_0,ENDPOINT_UNIT,,mamba:seq256:forward:4233:output_0,mamba,256,FORWARD,mm,EXTERN,forward:graph0:mm_default_10849,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=0d1c7fa735f52bea511f5c64d2dd8af625a0bd6e1c872ba353f999dbf5e586a0,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4300:out_ptr10,ENDPOINT_UNIT,,mamba:seq256:forward:4300:out_ptr10,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1515,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=1883844ed808c23f16fb47814eab661d7ab8e1fcbff1ba999b2673eb09a63501,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4300:out_ptr11,ENDPOINT_UNIT,,mamba:seq256:forward:4300:out_ptr11,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1516,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=f1a06fa40e92f66c3b5f3e6c8ec1994cb07f2189aa98a52eeb020ce75850c093,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::mamba:seq256:forward:4300:out_ptr12,ENDPOINT_UNIT,,mamba:seq256:forward:4300:out_ptr12,mamba,256,FORWARD,add,TRITON,forward:graph0:add_1517,true,UNRESOLVED,UNRESOLVED_PENDING_REQUIRED_GATE,,,hypothesis_matrix.json; math_proof_row_sha256=0950bf07148a748e268d74168527000ccadc34c551ec908156eecfe2e0d3ad5e,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
